"text","retweet_count","favorite_count","Followers","Follower_Change","Num_Tweets","Year","Month","Week","Day","Hour"
"Great day of meetings with Prime Minister @AbeShinzo of Japan! https://t.co/uKcdA8RxoN",11599,51348,52495599,22923,9,2018,6,23,7,20
"PM Abe and I are also working to improve the trading relationship between the U.S. and Japan something we have to do. The U.S. seeks a bilateral deal with Japan that is based on the principle of fairness and reciprocity. WeÕre working hard to reduce our trade imbalance... https://t.co/pnqEHoplk0",10312,48451,52495599,22923,9,2018,6,23,7,19
"Today I am greatly honored to welcome my good friend PM Abe of Japan to the @WhiteHouse. Over the past 16 months the Prime Minister and I have worked closely together to address common challenges of which there are many... https://t.co/sNlmdd6fgm",9921,49804,52495599,22923,9,2018,6,23,7,19
"ItÕs my great honor to welcome Prime Minister @AbeShinzo back to the @WhiteHouse!____ https://t.co/6yCxud2jAN",9998,50463,52495599,22923,9,2018,6,23,7,17
"Ò$3 billion payoff: 101 utilities cut rates credit GOP tax cutsÓ https://t.co/x1a1OJuRgd",10792,42062,52495599,22923,9,2018,6,23,7,15
"ÒTotal jobless claims running at lowest level in 44 yearsÓ https://t.co/La9irHMTXM",11224,46716,52495599,22923,9,2018,6,23,7,15
"MAKING AMERICA GREAT AGAIN! https://t.co/KppRUU5OZ3",36273,100938,52495599,22923,9,2018,6,23,7,15
"The Obama Administration is now accused of trying to give Iran secret access to the financial system of the United States. This is totally illegal. Perhaps we could get the 13 Angry Democrats to divert some of their energy to this ÒmatterÓ (as Comey would call it). Investigate!",31685,102258,52495599,22923,9,2018,6,23,7,15
"When will people start saying Òthank you Mr. President for firing James Comey?Ó",16231,88541,52495599,22923,9,2018,6,23,7,15
"Our Justice Department must not let Awan &amp; Debbie Wasserman Schultz off the hook. The Democrat I.T. scandal is a key to much of the corruption we see today. They want to make a Òplea dealÓ to hide what is on their Server. Where is Server? Really bad!",33335,102627,52495599,22923,9,2018,6,23,7,14
"Looking forward to seeing my friend Prime Minister @AbeShinzo of Japan at noon. Will be discussing North Korea and Trade.",9997,49929,52495599,22923,9,2018,6,23,7,14
"How could Jeff Flake who is setting record low polling numbers in Arizona and was therefore humiliatingly forced out of his own Senate seat without even a fight (and who doesnÕt have a clue) think about running for office even a lower one again? LetÕs face it heÕs a Flake!",17501,78132,52495599,22923,9,2018,6,23,7,13
"When and where will all of the many conflicts of interest be listed by the 13 Angry Democrats (plus) working on the Witch Hunt Hoax. There has never been a group of people on a case so biased or conflicted. It is all a Democrat Excuse for LOSING the Election. Where is the server?",17969,72540,52495599,22923,9,2018,6,23,7,13
"Alan Dershowitz Harvard Law Professor: ÒIt all proves that we never needed a Special Counsel....All of this could have been done by the Justice Dept. DonÕt need a multi-million dollar group of people with a target on someoneÕs back. Not the way Justice should operate.Ó So true!",18188,70818,52495599,22923,9,2018,6,23,7,13
"Good luck to Alice Johnson. Have a wonderful life!",17703,92030,52495599,22923,9,2018,6,23,7,12
"IsnÕt it Ironic? Getting ready to go to the G-7 in Canada to fight for our country on Trade (we have the worst trade deals ever made) then off to Singapore to meet with North Korea &amp; the Nuclear Problem...But back home we still have the 13 Angry Democrats pushing the Witch Hunt!",20828,84767,52495599,22923,9,2018,6,23,7,11
"Thank you to everyone at @FEMA HQ for todayÕs briefing on preparations for the upcoming hurricane season. Disaster response and recovery is best achieved when itÕs federally supported state managed and locally executed Ð this is the successful model we will continue to build. https://t.co/xpm7IRiZwn",11155,52301,52472676,19362,25,2018,6,23,6,21
"We must always protect those who protect us. Today it was my great honor to sign the #VAMissionAct and to make Veterans Choice the permanent law of the land! https://t.co/VV3GdDISbD https://t.co/4OsUDWIzwo",15681,67034,52472676,19362,25,2018,6,23,6,20
"Today we mark another milestone: the 74th anniversary of #DDay the Allied invasion of Normandy. On June 6 1944 more than 70000 brave young Americans charged out of landing craft jumped out of airplanes and stormed into hell... https://t.co/zV8pqoVG9h",14462,64125,52472676,19362,25,2018,6,23,6,19
"Congratulations to Dana Rohrabacher on his big California win. We are proud of you Dana!",13120,71784,52472676,19362,25,2018,6,23,6,14
"Many more Republican voters showed up yesterday than the Fake News thought possible. The political pundits just donÕt get what is going on out there - or they do get it but refuse to report the facts! Remember Dems are High Tax High Crime easy to beat!",20181,81396,52472676,19362,25,2018,6,23,6,14
"...Four reporters spotted Melania in the White House last week walking merrily along to a meeting. They never reported the sighting because it would hurt the sick narrative that she was living in a different part of the world was really ill or whatever. Fake News is really bad!",22197,97195,52472676,19362,25,2018,6,23,6,13
"The Fake News Media has been so unfair and vicious to my wife and our great First Lady Melania. During her recovery from surgery they reported everything from near death to facelift to left the W.H. (and me) for N.Y. or Virginia to abuse. All Fake she is doing really well!",26463,124105,52472676,19362,25,2018,6,23,6,13
"Gold Star father Ceejay Metcalf whose great son Michael was just honored at the White House was fantastic this morning on @foxandfriends. He is a special man!",9515,53228,52472676,19362,25,2018,6,23,6,13
"Great night for Republicans! Congratulations to John Cox on a really big number in California. He can win. Even Fake News CNN said the Trump impact was really big much bigger than they ever thought possible. So much for the big Blue Wave it may be a big Red Wave. Working hard!",19546,85754,52472676,19362,25,2018,6,23,6,13
"Mitch McConnell announced he will cancel the SenateÕs August Recess. Great maybe the Democrats will finally get something done other than their acceptance of High Crime and High Taxes. We need Border Security!",19895,88273,52472676,19362,25,2018,6,23,6,4
"....The greatest Witch Hunt in political history!",16752,78859,52472676,19362,25,2018,6,23,6,1
"...This is a level of criminality beyond the pale. This is such a grave abuse of power and authority itÕs like nothing else weÕve seen in our history. This makes the Nixon Watergate burglary look like keystone cop stuff",22374,86467,52472676,19362,25,2018,6,23,6,1
"Chris Farrell Judicial Watch. ÒThey were running an operation to undermine a candidate for President of the U.S. These are all violations of law. This is intelligence tradecraft to steer an election. ThereÕs nothing more grave when it comes to abuse of our intelligence system...",20982,75260,52472676,19362,25,2018,6,23,6,1
"Great interview by @LouDobbs with Chris Farrell of Judicial Watch concerning the governments counter-intelligence operation into the Trump Campaign. SPYGATE at the highest level. Who would believe?",13148,53343,52472676,19362,25,2018,6,23,6,1
"Wow Strzok-Page the incompetent &amp; corrupt FBI lovers have texts referring to a counter-intelligence operation into the Trump Campaign dating way back to December 2015. SPYGATE is in full force! Is the Mainstream Media interested yet? Big stuff!",28483,87844,52472676,19362,25,2018,6,23,6,0
"https://t.co/4OjDqTMEIx",10227,43855,52453314,25727,13,2018,6,23,5,20
"Imagine how much wasteful spending weÕd save if we didnÕt have Chuck and Nancy standing in our way! For years Democrats in Congress have depleted our military and busted our budgets on needless spending and to what end? No more.",22064,89733,52453314,25727,13,2018,6,23,5,20
"The HISTORIC Rescissions Package weÕve proposed would cut $15000000000 in Wasteful Spending! We are getting our government back on track.",18726,80875,52453314,25727,13,2018,6,23,5,20
"Terrific new book out by the wonderful Harris Faulkner Ò9 Rules of Engagement.Ó Harris shares lessons from a military family. Enjoy!",10749,52613,52453314,25727,13,2018,6,23,5,13
"Senator @RogerWicker of Mississippi has done everything necessary to Make America Great Again! Get out and vote for Roger he has my total support!",9973,42179,52453314,25727,13,2018,6,23,5,13
"Vote for Congressman Devin Nunes a true American Patriot the likes of which we rarely see in our modern day world....he truly loves our country and deserves everyoneÕs support!",21535,80505,52453314,25727,13,2018,6,23,5,13
"Get the vote out in California today for Rep. Kevin McCarthy and all of the great GOP candidates for Congress. Keep our country out of the hands of High Tax High Crime Nancy Pelosi.",18339,71714,52453314,25727,13,2018,6,23,5,13
"In High Tax High Crime California be sure to get out and vote for Republican John Cox for Governor. He will make a BIG difference!",14391,59965,52453314,25727,13,2018,6,23,5,13
"Separating families at the Border is the fault of bad legislation passed by the Democrats. Border Security laws should be changed but the Dems canÕt get their act together! Started the Wall.",18963,82234,52453314,25727,13,2018,6,23,5,11
"....@NASCAR and Champion @MartinTruex_Jr were recently at the White House. It was a great day for a great sport!",7649,42552,52453314,25727,13,2018,6,23,5,11
"Meeting in Singapore with North Korea will hopefully be the start of something big...we will soon see!",15708,79322,52453314,25727,13,2018,6,23,5,11
"The Russian Witch Hunt Hoax continues all because Jeff Sessions didnÕt tell me he was going to recuse himself...I would have quickly picked someone else. So much time and money wasted so many lives ruined...and Sessions knew better than most that there was No Collusion!",16432,65499,52453314,25727,13,2018,6,23,5,11
